"timestamp","run_id","stage_tag","obj_type","file_path","caption","notes"
"2026-03-04 03:10:33","stage4_20260303_183218","S1_ARDL_faithful","table_csv","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.csv","Faithful replication anchor statistics.",NA
"2026-03-04 03:10:36","stage4_20260303_183218","S1_ARDL_faithful","table_tex","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.tex","Faithful replication anchor statistics.",NA
"2026-03-04 03:13:55","stage4_20260303_183218","S1_ARDL_faithful","table_csv","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.csv","Faithful replication anchor statistics.",NA
"2026-03-04 03:13:55","stage4_20260303_183218","S1_ARDL_faithful","table_tex","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.tex","Faithful replication anchor statistics.",NA
"2026-03-04 03:25:17","stage4_20260303_183218","S1_ARDL_faithful","table_csv","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.csv","Faithful replication anchor statistics.",NA
"2026-03-04 03:25:17","stage4_20260303_183218","S1_ARDL_faithful","table_tex","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.tex","Faithful replication anchor statistics.",NA
"2026-03-04 03:45:02","stage4_20260303_183218","S1_ARDL_faithful","table_csv","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.csv","Faithful replication anchor statistics.",NA
"2026-03-04 03:45:02","stage4_20260303_183218","S1_ARDL_faithful","table_tex","output/CriticalReplication/ResultsPack/tables/TAB_S1_replication_key_stats.tex","Faithful replication anchor statistics.",NA
"2026-03-04 03:45:02","stage4_20260303_183218","S2_ARDL_grid","table_csv","output/CriticalReplication/ResultsPack/tables/TAB_S2_frontier_summary_by_IC.csv","ARDL grid frontier representatives under alternative information criteria.",NA
"2026-03-04 03:45:02","stage4_20260303_183218","S2_ARDL_grid","table_tex","output/CriticalReplication/ResultsPack/tables/TAB_S2_frontier_summary_by_IC.tex","ARDL grid frontier representatives under alternative information criteria.",NA
"2026-03-04 03:45:02","stage4_20260303_183218","S3_VECM_S1_r1","table_csv","output/CriticalReplication/ResultsPack/tables/TAB_S3_confinement_winners_by_branch.csv","Bivariate VECM confinement representatives by deterministic branch.",NA
"2026-03-04 03:45:03","stage4_20260303_183218","S3_VECM_S1_r1","table_tex","output/CriticalReplication/ResultsPack/tables/TAB_S3_confinement_winners_by_branch.tex","Bivariate VECM confinement representatives by deterministic branch.",NA
"2026-03-04 03:45:03","stage4_20260303_183218","S4_VECM_S2_m3_rank","table_csv","output/CriticalReplication/ResultsPack/tables/TAB_S4_rank_summary_by_branch.csv","Rank comparison for the trivariate VECM system ($\ln Y, \ln K, e$).",NA
